gene_id,PIM046_A3,PIM056_A3,PIM242,PIM014,PIM077,PIM137,PIM254,PIM040,PIM053,PIM091,PIM262,PIM068,PIM163,PIM010,PIM025,PIM164
UGT2A3,0,0,2.21,0,,4.75,0.97,0,0.49,0,0.03,1.42,0,0,0,0
UGT2B10,0,0,15.08,0,,35.8,6.23,0,8.4,0.13,0.26,17.39,0,0,0,0
UGT2B11,0,0,26.02,0,,28.86,6.79,0,101.32,87.35,0.68,16.64,0,0,0,0.09
UGT2B15,0.04,0,1.7,0,,4.4,1.52,0,23.35,0.48,0.32,2.56,0,0,0,0.62
UGT2B17,0,0.03,3.29,0,,7.9,1.24,0,0.02,0.47,0.05,2.64,0,0,0,0
UGT2B28,0,0,15.08,0,,32.88,5.78,0,11.05,31.49,0,18.14,0,0,0,0
UGT2B4,0.02,0,3.62,0,,3.95,0.97,0.13,1.04,0,0,3.94,0,0,0,0
UGT2B7,0.26,0.19,5.23,0.27,,13.04,3.71,0.08,4.91,183.32,17.87,6.55,8.95,3.43,1.62,1.48
UGT3A1,0.18,0,14.76,0,,20.06,2.08,0.12,3.19,0,0,7.01,0.14,0,0,4.15
UGT3A2,7.5,0,5.41,0,,9.62,1.96,0.1,0.64,0.77,0,2.63,1.37,0,7.46,0
UGT8,10.21,10.21,26.97,35.48,,44.19,49.8,38.24,4.25,7.06,38.49,77.28,39.17,194.09,115.07,28.86
UHMK1,39.99,41.19,47.83,50.45,,34.05,49.13,27.45,23.03,39.6,31.44,27.05,38.07,37.95,57.49,26.7
UHRF1,15.17,40.04,56.38,54.53,,34.68,50.31,28.74,55.58,32.37,46.46,38.04,28.25,52.04,29.02,178.27
UHRF1BP1,4.07,13.56,7.94,13.35,,14.34,26.81,19.37,10.09,14.76,32.84,6.99,10.88,12.35,23.87,27.62
UHRF1BP1L,12.06,11.13,28.42,19.67,,63.28,62.87,12.03,78.76,86.13,133.92,61.11,97.42,24.75,16.14,146.91
UHRF2,32.51,28.8,35.16,20.36,,69.45,91.71,19.08,26.49,26.52,79.09,39.93,28.29,38.66,20.53,52.95
UIMC1,27.92,49.56,32.62,13.1,,46.35,91.66,18.52,24.47,70.2,70.84,55.07,51.98,17.98,33.39,143.07
ULBP1,4.05,6.72,0.19,0.68,,0.95,1.81,1.68,0.52,0.25,0.16,0.8,0.56,2.91,1.23,1.47
ULBP2,1.25,22.37,1.15,1.7,,6.54,10.79,0.91,70.49,33.37,0.71,2.91,5.2,28.01,1.95,36.85
ULBP3,2.14,3.31,0.67,6.02,,0.44,1.49,1.41,0.47,0.1,0.8,0.53,0.98,7.16,5.56,1.25
ULK1,12.18,13.33,4.32,29.34,,8.93,4.51,14.64,6.69,11.63,10.79,4.35,4.68,90.56,19.48,22.26
ULK2,6.1,6.99,18.47,19.5,,16.13,17.13,3.98,12.37,11.89,24.77,23.98,10.85,14.17,23.12,67.06
ULK3,18.12,25.11,1.7,85.6,,2.44,1.26,49.58,1.41,5.32,1.42,0.74,1.5,52.7,47.49,10.03
ULK4,0.43,0.61,3.74,3.22,,3.03,4.37,1.52,4.19,10.74,13.93,2.88,3.07,0.92,1.27,8.96
UMAD1,4.42,32.13,5.67,6.94,,7.33,15.91,19.08,28.66,9.52,9.26,7.92,7.53,5.37,2.38,22.3
UMOD,0,0,3.23,0,,2.37,1.05,0.34,0.77,1.11,0,1.83,0,0,0,0
UMODL1,0.05,0.39,1.46,3.15,,0.56,0.82,3.84,1.85,0.49,0,0.97,4.82,4.84,0.76,0.06
UMPS,9.19,12.74,24.28,24.43,,23.32,26.65,19.45,13.66,21.22,17.63,20.31,12.83,10.8,9.14,24.18
UNC119,33.71,0.04,12.73,28.33,,11.61,7.95,36.28,0.39,24.8,13.87,3.67,32.9,56.77,59.23,14.64
UNC119B,17.04,16.41,6.75,19.11,,13.74,14.37,18.78,9.22,15.34,16.31,23.56,16.08,81.17,32.11,44.01
UNC13A,0.13,0.08,0.84,0,,1.59,0.85,0.07,0.25,0.24,0.07,0.97,0.05,0.21,0.58,100.23
UNC13B,22.95,15.67,12.8,15.8,,20.26,9.89,26.73,28.81,32.26,28.29,3.08,27.34,20.63,37.58,41.11
UNC13C,0,0,2.14,0.01,,2.6,1.59,0,1.33,0,0,1.83,0.01,0.01,0,0
UNC13D,7.6,29.52,10.52,63.21,,9.15,22.47,1.95,3.77,9.63,9.37,1.9,0.63,10.26,33.71,0
UNC45A,30.23,36.45,15.86,90.66,,6.92,30.59,50.64,9.89,44.81,11.02,3.23,7.44,69.7,96.74,24.34
UNC45B,0,0,0.4,0.05,,0.96,0.32,0.02,0.34,0,0,0.58,0,0,0,0
UNC50,74.86,83.61,207.57,22.29,,89.29,162.53,72.59,138.87,329.44,165.74,206.15,206.43,29.63,28.98,251.4
UNC5A,0,2.25,0.07,0.04,,1.17,2.01,0.43,0.39,17.02,0.05,0.84,0.03,0.05,0.17,79.54
UNC5B,0.59,3.08,0.21,0.2,,4.29,3.39,1.64,6.21,4.94,0.03,0.81,0.39,58.14,19.04,3.48
UNC5C,0.17,0.02,0.54,0.18,,28.68,0.45,1.23,0.41,17.33,0.01,0.66,0.27,0.05,27.18,0.03
UNC5CL,0.65,1.4,0.43,0.97,,0.88,1.13,2.23,0.88,0.94,4,0.31,0.28,1.6,2.02,14.06
UNC5D,0,0,1.25,0.01,,3.16,1.77,0,0.43,0,0,2.15,0.98,1.55,0.2,3.43
UNC79,0.02,0.04,1.49,0.11,,3.18,1.3,0.05,0.54,0,0.06,1.26,0.21,0.09,0.37,39.76
UNC80,0.21,0.12,1.1,0.01,,2.43,1.16,5.04,0.43,0.02,0.29,2.23,0.06,4.56,0.16,97.89
UNC93A,0,0,1.16,0.2,,1.72,1.72,0.12,0.44,0.68,0.1,3.5,0,1.14,0,0
UNC93B1,32.09,64.28,9.38,88.91,,7.63,9.64,94.35,19.66,27.06,6.46,3.2,0.55,26.01,24.71,0.86
UNCX,0,0,0,0,,0.37,0.27,0,0.16,0,0,0.06,0,0,0,0.5
UNG,73.36,64.29,22.73,106.25,,31.05,36.47,42.06,22.81,19.3,51.09,16.64,17.26,191.9,63.88,33.36
UNK,22.26,17.06,9.48,44.96,,6.5,21.68,25.64,12.61,17.04,16.96,8.81,4.27,20.49,36.15,32.99
UNKL,3.65,14,2.35,9.59,,2.71,1.94,13.55,1.83,2.83,3.13,2.7,3.07,8.63,13.51,2.43
UPB1,0.02,0.2,0.43,0,,0.55,0.58,0.41,0.39,0,0,1.01,0,0,0.22,0.15
UPF1,38.73,47.44,7.61,128.37,,11.33,16.98,116.39,8.63,22.19,18.43,5.57,4.15,117.67,65.53,18.26
UPF2,44.42,29.15,44.63,37.61,,74.9,89.16,84.89,54.87,35.89,116.54,74.17,102.75,19.71,21.1,49.56
UPF3A,43.8,73.54,93.38,36.91,,113.39,226.68,13.2,80.01,70.7,95.24,90.68,203.85,92.28,26.85,199.57
UPF3B,22.27,28.15,48.88,8.83,,45.61,82.47,6.24,48.24,46.69,65.36,38.83,76.92,14.04,11.94,268.55
UPK1A,0.03,0.1,1.5,0.28,,5.2,2.93,0.72,4.88,18.46,1.54,0.88,0.25,0.83,0.35,1.55
UPK1B,0.2,0,0.87,0,,2.35,2.93,0,0.17,0.51,6.26,2.59,1.16,1.53,0,0.15
UPK2,5.87,1.52,0.77,0.52,,5.78,5.9,3,1.21,254.66,0.49,4.6,0,2.19,3.52,0
UPK3A,0.13,0,0.27,4.74,,0.59,0.63,20.79,1.57,5.38,0.18,0.29,0,0,0.49,1.66
UPK3B,1.83,0.78,0.68,3.71,,2.51,2.02,0,7.71,90.06,2.3,1.15,1.52,4.55,1.49,2.34
UPK3BL1,264.63,38.19,16.47,60.73,,16.69,12.72,320.1,3.54,21.65,10.58,4.61,8.18,400.41,271.32,38.97
UPP1,14.47,93.37,15.61,7.13,,11.48,39.95,6.79,8.43,4.46,1.98,4.85,38.5,31.35,81.36,84.17
UPP2,0.08,0.02,9.47,0,,19.76,1.7,0,1.1,0.13,0,6.58,0,0,0,0.64
UPRT,6.44,15.37,10.7,4.29,,7.79,14.08,4.91,7.46,10.36,4.22,6.04,4.78,14.61,11.13,5.8
UQCC1,27.05,14.08,4.79,9.57,,2.75,3.97,26.39,3.63,15.91,5.15,2.51,3.79,9.44,14.7,14.36
UQCC2,50.59,80.71,56.9,44.4,,36.76,41.93,55.1,129.63,55.5,49.63,15.39,92.16,63.86,57.73,158.28
UQCC3,32.84,31.04,3.74,15.1,,4.39,1.32,35.6,3.79,4.03,1.96,1.07,7.96,13.24,26.67,3.13
UQCR10,300.3,206.21,82.11,107.2,,87.85,67.17,324.92,288.48,91.85,91.91,83.79,236.86,174.34,156.79,160.75
UQCR11,146.48,159.37,215.71,88.7,,42.67,63.47,107.88,112.52,116.2,16.85,64.94,78.53,81.69,75.97,106.94
UQCRB,192.02,196.76,78.74,64.08,,49.74,44.15,88.05,121.24,54.59,22.33,94.12,289.11,33.32,36.34,25.8
UQCRC1,132.84,255.93,62.96,424.03,,61.91,52.24,292.38,60.23,144.31,38.19,12.81,249.16,145.43,107.55,92.78
UQCRC2,144.31,459.52,254.63,116.56,,203.4,226.11,310.89,261,444.16,202.91,355.55,91.01,122.55,114.94,260.1
UQCRFS1,131.34,319.46,338.44,137.34,,437.62,426.13,243.45,340.2,472.31,517.26,274.51,519.97,222.27,140.27,424.57
UQCRH,1693.81,865.74,665.79,982.93,,1461.01,651.07,661.45,578.27,396.65,507.22,1159.15,1761.87,334.12,399.03,625.08
UQCRHL,171.98,93.43,21.09,52.48,,39.42,22.72,34.63,17.71,20.59,24.82,37.36,103.66,14.57,26.79,38.66
UQCRQ,83.64,119.05,52.81,53.28,,49.87,38.11,76.49,79.85,132.85,26.1,46.05,137.64,56.37,132.54,84.48
URAD,0,0,0,0,,0,0,0,0.08,0.27,0,0,0,0,0,0
URB1,6.15,9.89,21.47,26.61,,18.67,26.44,19.44,13.18,25.02,25.74,16.77,20.94,43.8,18.09,19.6
URB2,9.49,10.76,43.32,26.58,,22.16,39.45,17.6,20.3,6.04,19.09,19.84,19.68,31.16,11.65,35.62
URGCP,15.65,41.29,14.56,28.78,,25.83,13.62,22.9,18.55,29.17,21.74,10,12.02,30.32,40.12,38.15
URGCP-MRPS24,1.83,4.25,0.73,0.82,,0,2.16,1.97,0.58,0.78,0,0,0,1.69,2.78,1.01
URI1,118.78,54.08,138.51,34.65,,132.96,234.38,58.24,99.36,117.82,68.85,177.02,2087.85,78.18,76.5,35.74
URM1,47.43,34.82,4.05,40.41,,2.12,2.87,42.81,3.29,5.01,3.27,0.79,5.11,22.33,25.33,3.89
UROC1,0.04,0,0.23,0.02,,0.08,0.13,0.46,0.06,0,0,0.11,0,0.46,0.03,0.18
UROD,155.57,109.87,53.83,44.05,,120.47,48.08,47.25,41.65,68.26,44.08,36.35,101.73,20.41,53.15,56.32
UROS,36.23,48.4,56.4,25.33,,72.34,29.57,39.29,35.77,22.98,19.01,46.46,85.7,23.89,35.62,44.32
USB1,30.49,143.36,49.47,24.57,,49.16,66.26,30.57,66.26,115.24,46.03,35.6,31.51,48.84,35.5,43.11
USE1,49.55,17.61,77.64,80.35,,182.06,79.93,73.66,133.35,142.09,170.95,77.76,240.46,50.84,40.49,111.64
USF1,51.85,45.79,20.56,32.99,,15.15,14.23,31.67,12.6,20,6.57,4.2,4.33,75.18,37.55,11.19
USF2,108.16,113.39,40.47,73.41,,71.8,53.99,119.28,44.64,45.93,47.68,23.36,83.52,142.25,192.82,64.07
USF3,1.99,3.22,40.15,12.49,,64.57,32.95,17.77,26.8,34.14,83.12,46.12,14.18,11.29,14.87,41.18
USH1C,0.07,0,0.81,5.14,,2.36,0.63,0.44,0.16,0,1.46,0.78,3.01,0.86,1.2,395.27
USH1G,0,0,0.38,0.02,,0.23,0.94,0.07,0.33,0.09,0,0.54,0,3.02,1.57,0
USH2A,0,0.01,6.7,0.01,,8.1,3.28,0.02,1.42,0.03,0.05,3.93,0.02,0,1.36,13.91
USHBP1,3.9,0,0.32,0.06,,2.21,0.83,0.4,0.28,0.09,0,0.89,0,0,0.05,0
USMG5,621.41,800.47,436.32,442.61,,381.03,131.84,192.58,291.41,260.67,111.1,236.01,792.57,292.83,243.68,105.04
USO1,107.67,40.57,80.04,41.81,,150.96,176.24,51.33,94.9,231.25,176.65,163.56,51.36,41.52,45.63,67.22
USP1,126.08,68.7,37.05,109.65,,74.68,249.64,49.03,37.54,28.66,178,51.62,92.32,123.72,59.61,100.61
USP10,57.71,106.24,87.71,47.61,,116.17,94.48,46.82,91.99,156.82,154.99,67.09,61.61,112.07,78.87,53.48
USP11,17.54,25.41,18.5,19.16,,21.15,37.99,15.63,14.41,33.04,25.13,21.15,36.31,91.99,65.27,127.88
USP12,22.75,35.1,15.45,19.47,,26.19,22.57,19.24,12.48,33.85,30.9,22.07,157.45,11.1,15.32,21.19
USP13,27.14,8.53,15.33,18,,19.6,45.39,10.24,5.3,7.41,28.92,12.78,21.63,16.03,13.43,36.79
USP14,65.11,37.63,19.9,30.72,,52.37,91.02,37.62,34.63,58.97,208.04,47.6,56.49,38.44,50.2,77.76
USP15,14.05,12.69,36.41,13.03,,83.91,36.55,7.5,46.64,52.55,44.08,52.99,72.48,28.66,15.71,76.69
USP16,59.41,69.36,113.3,61.18,,128.6,225.9,58.8,95.73,145.17,229.24,108.56,514.45,66,42.34,103.69
USP17L1,0,0,17.44,0,,12.82,0,0,2.34,0.81,0,6.36,2.13,0,0,8.89
USP17L10,0,0,0.08,0,,0,0.11,0,0,0,0,0.12,0,0,0,0
USP17L11,0.01,0.03,16.04,0.02,,20.13,7.48,0,3.92,0.24,0.12,12.52,0,0,0,3.41
USP17L12,0,0,0,0,,0,0,0,0,0.04,0,0,0,0,0,0
USP17L13,0,0,0,0,,0.56,0,0,0,0,0,0,0,0,0,2.87
USP17L15,0,0,2.47,0,,0,1.65,0,0.66,0,0,2.5,0,0,0,0
USP17L17,0,0,0.83,0,,0,1.08,0,0.07,0.18,0,1.02,0,0,0,0
USP17L18,0.01,0.01,16.04,0.01,,20.13,7.48,0,3.92,0.24,0.08,12.22,0,0,0,3.41
USP17L19,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
USP17L2,0,0,22.62,0,,10.36,4.3,0,2.62,0.32,0.29,12.64,0.86,0,0,47.3
USP17L20,0.01,0.03,17.96,0.01,,22.32,8.58,0,4.43,0.33,0.12,14.52,0,0,0,3.89
USP17L21,0,0,0,0,,0,0,0,0,0.04,0,0,0,0,0,0
USP17L22,0,0.01,2.88,0.01,,2.2,1.11,0,0.51,0.08,0.08,2.3,0,0,0,0.48
USP17L24,0,0,0,0,,0,0,0,0.01,0,0,0,0,0,0,0
USP17L25,0,0,0,0,,0,0,0,0.01,0,0,0,0,0,0,0
USP17L26,0,0,0,0,,0,0,0,0.01,0,0,0,0,0,0,0
USP17L27,0,0,0,0,,0,0,0,0.01,0,0,0,0,0,0,0
USP17L28,0,0,0,0,,0,0,0,0.01,0,0,0,0,0,0,0
USP17L29,0,0,0,0,,0,0,0,0.01,0,0,0,0,0,0,0
USP17L3,0,0,0.38,0,,1.43,0,0,0.3,0,0,0.16,2.13,0,0,0
USP17L30,0,0,0,0,,0,0,0,0.01,0,0,0,0,0,0,0
USP17L4,0,0,14.28,0,,22.42,1.6,0,4.34,2.42,0.58,10.12,0.13,0,0,1.56
USP17L5,0,0,0,0,,0,0,0,0.01,0,0,0,0,0,0,0
USP17L7,0,0,33.31,0,,20.49,4.9,0,4.43,0,0.8,25.45,0,0,0,23.99
USP17L8,0,0,17.48,0,,0,5.67,0,0.17,0,0,0,0,0,0,0.43
USP18,5.42,9.31,10.65,22.68,,16.76,142.18,34.41,20.27,55.24,55.19,22.29,65.97,7.21,26.7,298.2
USP19,10.85,13.66,7.6,68.03,,5.64,8.16,34.12,5.33,11.5,6.63,2.75,12.84,27.72,27.43,9.79
USP2,10.62,7.77,2.84,4.79,,8.73,8.69,2.46,6.29,5.85,6.06,4.07,0.94,3.98,7.36,39.47
USP20,11.85,9.69,3.93,10.41,,1.87,3.48,12.71,3.5,11.9,4.46,1.09,2.94,16.63,16.09,7.02
USP21,26.83,19.77,32.4,44.05,,52.17,55.73,27.23,30.27,35.48,51.5,31.63,23.32,54,27.39,71.54
USP22,47.31,110.47,26.77,124.69,,23.14,21.38,99.47,42,32.81,27.4,21.76,18.85,203.96,128.84,61.81
USP24,14.39,14.47,25.36,50.23,,309.96,149.19,21.38,34.7,50.87,267.54,124.03,27.99,22.55,28.7,130.52
USP25,26.64,23.91,66.9,25.34,,85.84,79.24,21.16,20,151.18,187.37,88.57,105.04,48.47,16.94,26.54
USP26,0,0,13.05,0,,19.97,10.44,0,6.82,0,0.97,7.13,0,0,0.98,0
USP27X,2.99,4.18,33.22,4.15,,30.92,26.01,1.44,9.83,13.42,15.74,25.72,25.96,7.73,6.52,53.22
USP28,16.69,27.87,23.99,12.95,,49.55,49.51,24.57,25.8,23.19,137.35,28.66,32.28,17.83,34.69,29.83
USP29,0,0,2.84,0,,8.12,1.97,0,1.29,0.03,0,6.09,0,0,0,0
USP3,11.75,9.09,28.9,24.08,,30.14,36.5,18.73,47.38,73.23,80.31,19.98,20.96,31.51,16.22,106.08
USP30,8.34,5.29,10.96,7.27,,24.28,11.34,3.12,22.53,39.4,40.82,11.76,10.37,24.88,10.06,79.06
USP31,10.17,17.78,20.68,11.6,,16.24,28.83,10.95,10.33,17.58,26.74,17.93,9.93,12.69,11.8,27.8
USP32,16.99,37.84,56.94,24.19,,48.02,88.69,17.67,48.26,89.87,147.14,47.35,73.54,26.77,20.53,121.32
USP33,17.2,33.31,31.43,32.09,,40.86,84.74,24.7,40.23,37.81,120.98,29.26,124.85,58.22,35.75,93.85
USP34,16.33,25.31,66.48,36.28,,109.48,148.44,28.57,248.86,146.36,190.75,117.69,112.85,48.48,68.68,195.21
USP35,3.22,5.13,1.04,4.12,,2.33,1.93,4.48,1.46,1.32,1.28,1.26,0.18,6.33,7.36,2.24
USP36,8.45,21.04,32.48,21.36,,25.9,75.91,28.96,19,29.27,43.77,20.34,17.66,28.93,27.72,107.42
USP37,4.77,9.76,20.7,13.27,,15.14,32.12,7.85,31.88,23.33,73.47,40.21,29.73,27.59,9.15,115.2
USP38,16.87,9.31,27.23,14.16,,33.9,37.04,11.46,24.83,81.03,66.75,44.08,16.94,19.71,26.01,59.56
USP39,98.64,97.53,66.05,78.58,,82.33,121.26,84.29,84.22,113.84,163.01,56.99,124.59,63.23,42.87,83.78
USP4,19.42,12.72,55.95,41.27,,38.96,104.23,29.72,54.96,95.26,125.16,28.13,47.88,30.96,35.83,39.61
USP40,6.06,15.84,20.02,15.7,,18.58,14.71,9.69,18.5,17.09,34.68,15.36,12.47,4.52,9.59,31.67
USP42,5.05,15.49,24.5,19.35,,27.99,65.67,19.81,30.98,34.7,38.54,28.92,36.77,14.54,13.82,112.67
USP43,5.83,10.94,3.78,11.95,,4.44,3.07,10.96,4.41,4.56,4.76,2.27,0.25,1.59,8.77,2.08
USP44,0.64,0,2.35,0.07,,5.21,3.28,0,1.11,0.28,0.66,3.91,2.01,0.39,0.86,0.46
USP45,7.14,9.23,20.8,10.12,,26.95,16.83,6.64,10.2,15.72,40.92,29.36,15.01,13.61,10.71,19.55
USP46,6.87,8.15,10.46,13.02,,19.47,12.54,3.68,6.83,25.75,22.71,31.29,5.53,8.96,5.2,18.04
USP47,13.35,15.34,50.83,28.05,,58.12,53.36,12.76,33.41,123.41,166.29,73.19,34.17,46.14,18.13,82.35
USP48,11.86,40.55,80.22,41.72,,91.51,129.61,28.29,60.2,112.63,224.5,64.33,215.07,19.36,50.8,219.9
USP49,3.26,3.8,2.34,5.49,,6.32,4.36,5.76,1.65,1.74,3.1,2.68,0.64,17.77,5.79,18.86
USP5,44.61,58.47,8.54,136.22,,13.38,31.08,83.56,29.48,26.38,20,13.38,14.43,131.93,84.87,25.43
USP50,0,0,0.87,0,,1.29,0.98,0,0.57,1.34,0.16,0.49,0,0,0,0.12
USP51,1.26,1.98,2.28,1.88,,2.46,2.33,0.16,0.51,3.12,0.74,2.19,0.5,4.23,4.49,6.66
USP53,15.49,15.9,9.86,8.39,,25.18,19.52,6.86,13.53,135.65,49.88,8.49,3.97,9.91,18.56,9.93
USP54,7.4,48.12,27.24,32.62,,78.58,62.45,19.61,57.35,43.15,50.54,25.17,13.02,56.21,35.84,33.53
USP6,0.29,0.4,5.26,0.3,,8.57,6.93,0.07,5.55,13.6,4.03,5.96,1.69,0.31,0.33,5.87
USP6NL,20.35,24.14,34.91,35.54,,47.47,54.87,57.21,51.79,54.19,74.17,50.06,30.61,35.17,18.92,15.66
USP7,79.46,85.09,161.38,51.39,,110.79,159.77,33.66,129.93,238.38,287.19,243.76,71.81,109.07,68.06,148.28
USP8,15.5,17.84,18.99,21.33,,37.02,42.18,23.37,78.93,130.98,86.63,26.04,52.07,16.38,13.53,88.57
USP9X,11.29,28.48,142.63,19.67,,165.74,134.1,23.74,179.95,221.93,324.29,130.46,72.3,64.17,50.95,170.49
USP9Y,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.01
USPL1,14.79,20.89,43.77,12.08,,34.36,41.37,11.4,27.02,24.15,90.75,49.47,30.08,11.63,8.84,39.63
UST,10.87,13.68,0.63,9.34,,19.84,3.18,0.31,3.77,5.71,0.22,1.57,12.63,0.59,3.42,0.17
UTF1,0,0,0,0,,0.26,0.08,0,0.09,0,0,0.17,0,0,0,0
UTP11,48.92,51.14,31.87,49.93,,88.42,24.16,43.88,24.95,33.7,71.89,28.46,105.56,21.68,38.95,41.47
UTP14A,11.06,35.71,114.83,15.22,,90.03,127.86,14.75,129.22,91.46,88.46,72.57,57.74,23.69,28.15,79.15
UTP14C,15.51,16.63,53.99,19.96,,44.08,54.86,15.54,51.72,79.16,94.21,68.68,23.4,15.2,14.48,89.94
UTP15,7.49,11.29,11.63,11.38,,12.63,12.39,7.96,9.3,33.34,23.77,6.16,13.31,8.22,7.22,8.57
UTP18,70.78,122.91,51.9,59.74,,24.01,76.87,76.4,41.95,62.61,118.37,67.31,91.74,47.99,36.16,146.91
UTP20,4.21,8.59,31.82,15.78,,51.22,46.67,30.28,66.39,63.92,189.64,45.44,40.56,8.15,7.94,62.86
UTP23,22.22,27.75,8.82,19.36,,15.7,14.21,22.44,18.16,9.89,12.55,4.72,58.34,32.48,7.28,5.52
UTP3,88.36,89.88,124.57,30.13,,200.46,129.84,21.46,82.35,202.85,96.36,191.15,118.58,16.63,17.66,70.61
UTP4,49.59,110.11,93.13,54.37,,135.68,191.71,131.63,147.2,192.07,291.28,104.29,152.49,99.29,65.82,310.48
UTP6,61.15,53.16,97.8,31.14,,63.52,200.1,36.73,47.46,96.58,117.96,79.06,130.95,47.4,31.3,114.31
UTRN,15.27,10.79,99.35,22.95,,108.8,85.06,8.32,22.66,52.65,322.94,130.07,122.96,57.43,23.05,109.85
UTS2,0,0,0.26,0,,0,1.48,0,1.42,0.47,0.47,1.27,0,0,0,0.92
UTS2B,0.07,0.07,0.26,0.03,,0.58,0.21,0,0.06,0.04,0.34,0.56,0,0.24,0.14,0
UTS2R,0,0,0,0,,0,0.76,0,0.23,0,0,0.37,0,0.32,0,0
UTY,0,0.02,0.03,0,,0.09,0.07,0,0.01,0.06,0.03,0.01,0,0,0,0.02
UVRAG,13.34,26.4,23.99,9.45,,25.33,32.59,30.61,14.62,34.85,43.76,10.84,14.38,16.19,25.67,16.66
UVSSA,1.78,7.75,1.33,8.58,,1.9,0.97,2.9,1.56,2.25,1.14,1.64,1.54,4.87,4.03,4.41
UXS1,36.18,138.78,31.97,12.03,,42.75,63.39,25.8,52.51,65.07,49.41,37.73,35.61,70.7,27.58,43.09
UXT,130.02,173.11,148.42,107.71,,95.48,49.62,146.83,92.56,138.91,72.29,79.87,262.65,101.7,114.63,118.4
VAC14,21.01,44.69,24.18,29.53,,22.31,32,38.85,43.09,77.05,36.5,20.16,14.88,51.88,32.37,62.79
VAMP1,3.34,3.12,3.5,1.64,,4.9,10.05,4.32,9.63,10.56,4.19,6.93,2.86,6.44,15.17,9.35
VAMP2,26.61,28.38,163.78,59.2,,34.26,25.58,25.14,78.53,106.61,67.86,61.96,53.74,24.94,61.62,81.95
VAMP3,39.54,103.17,45.19,54.97,,60.96,97.93,31.05,65.5,159.04,92.35,41.52,42.58,51.02,66.8,127.45
VAMP4,14.49,12.39,33.18,7.61,,10.62,19.37,2.29,9.63,5.93,6.93,13.73,5.71,7.62,4.94,17.53
VAMP5,7.56,7.56,4.84,4.59,,7.85,11.18,12.89,119.88,163.69,3.23,3.4,3.37,1.36,3.16,0.29
VAMP7,100.57,62.98,165.78,15.09,,114.75,189.36,18.06,67.89,214.28,136.28,88.85,137.5,19.22,41.02,285.45
VAMP8,442.76,707.17,458.78,290.86,,247.48,478.84,355.46,888.86,729.22,134.67,187.75,700.94,153.81,152.04,4.22
VANGL1,23.3,25.31,6.52,27.27,,10.2,11.69,20.24,12.74,20.67,23.61,5.18,7.82,10.28,11.73,7.47
VANGL2,13.39,0.01,86.64,73.45,,94.75,55.73,20.46,1.16,1.99,57.2,90.42,28.59,58.83,27.82,89.27
VAPA,70.87,75.23,20.84,42.27,,56.6,81.5,35.16,68.61,50.99,85.38,50.98,35.3,17.53,54.1,41.99
VAPB,29.73,32.58,21.68,49.65,,37.38,22.4,35.83,27.8,38.71,43.95,24.78,33.72,18.85,63.11,43.41
VARS,23.99,91.02,14.92,101.49,,15.06,22.45,104.35,31.36,12.49,18.02,8.25,21.84,63.38,89.93,54.09
VARS2,4.7,14.87,5.92,25.35,,5.94,7.71,10.67,6.03,4.06,8.17,4.96,14.38,27.28,33.86,55.52
VASH1,1.25,0.25,0.61,14.15,,1.2,1.55,0.19,0.24,0.75,1.16,0.44,10.41,13.66,5.29,6.27
VASH2,6.54,14.84,3.18,7.27,,4,13.9,0.34,2.37,1.65,2.33,5.14,1.68,6.67,1.68,12.05
VASN,12.54,27.5,31.82,10.23,,28.09,29.28,42.07,37.53,118.76,95.22,19.23,36.49,145.12,53.25,26.84
VASP,55.66,153.41,3.36,84.94,,5.53,5.63,85.73,9.07,13.03,5.26,4.5,7.65,207.01,148.66,5.59
VAT1,216.05,114.66,29.85,98.05,,21.76,59.33,171.69,52.74,47.4,56.93,21.73,16.9,42.99,93.74,55.27
VAT1L,0.2,16.67,1.51,0,,3.46,2.38,0,1.83,1.48,0,2.4,0,0.1,0.51,0.55
VAV1,0.03,3.15,0.31,2.29,,1.95,0.38,0,5.55,3.04,0,0.31,0,0,2.29,3.42
VAV2,16.71,39.98,16.85,37.89,,13.72,33.52,28.15,19.77,80.91,43.69,9.88,26.63,36.62,30.81,99.15
VAV3,115.87,13.11,14.74,20.09,,57.08,10.06,13.04,75.23,59.59,15.68,3.27,40.95,4.91,38.57,12.72
VAX1,0,0,1.46,1.39,,7.56,1.31,0,0.67,0,0,1.41,0,0.02,5.13,0.94
VAX2,10.22,4.64,5.79,3.96,,15.72,9.28,3.25,14.35,3.91,16.92,4.7,31.81,6.32,5.77,10.8
VBP1,173.31,128.94,103.25,30.08,,84.71,134.98,28.86,56.79,45.77,67.43,88.78,70.35,59.56,68.08,158.57
VCAM1,0.22,0,1.34,0,,1.38,17.87,0,0.64,0.83,0,2.04,1.03,0.03,4.37,0
VCAN,16.21,0.01,3.35,0.17,,50.2,4.94,33.67,1.19,7.02,116.9,121.46,30.36,62.15,32.2,12.12
VCL,21.67,112.22,86.28,54.47,,162.25,128.63,14.13,77.21,76.61,167.03,76.29,22.95,128.74,183.06,39.95
VCP,141.74,197.41,166.72,214,,119.84,357.74,139.52,276.98,292.54,116.54,142.07,153.43,275.35,189.92,137.41
